date,value
19650909,15.2,
19650910,0.2,
19650911,0,
19650912,0.6,
19650913,0,
19650914,0,
19650915,0,
19650916,0.6,
19650917,0.6,
19650918,25.3,
19650919,0,
19650920,0,
19650921,0,
19650922,0,
19650923,2.9,
19650924,44.8,
19650925,95.1,
19650926,0.6,
19650927,2.6,
19650928,0.7,
19650929,4.5,
19650930,12.6,
19651001,0.2,
19651002,0,
19651003,0.1,
19651004,6.4,
19651005,0.3,
19651006,10.7,
19651007,1.8,
19651008,22.3,
19651009,6.7,
19651010,7,
19651011,52.6,
19651012,0,
19651013,0,
19651014,3.2,
19651015,44.9,
19651016,99.1,
19651017,13,
19651018,7.6,
19651019,0,
19651020,12.1,
19651021,2.6,
19651022,25.8,
19651023,17.4,
19651024,2.9,
19651025,29.6,
19651026,37.1,
19651027,10.9,
19651028,28.3,
19651029,11.6,
19651030,0,
19651031,0,
19651101,0,
19651102,0,
19651103,1,
19651104,1.2,
19651105,24,
19651106,55.8,
19651107,11.9,
19651108,0.1,
19651109,0.9,
19651110,0,
19651111,0.3,
19651112,0.1,
19651113,0,
19651114,0.9,
19651115,0,
19651116,6.5,
19651117,28,
19651118,0.4,
19651119,1.8,
19651120,7.1,
19651121,1.9,
19651122,0.1,
19651123,0,
19651124,0,
19651125,0,
19651126,1,
19651127,4.9,
19651128,4.9,
19651129,0.5,
19651130,1.1,
19651201,0.9,
19651202,6.7,
19651203,8.5,
19651204,3.7,
19651205,0.6,
19651206,0,
19651207,3.3,
19651208,0.2,
19651209,0,
19651210,6.3,
19651211,1.5,
19651212,0.5,
19651213,0,
19651214,0,
19651215,2.3,
19651216,9.6,
19651217,0.1,
19651218,0,
19651219,0.1,
19651220,10.2,
19651221,5.9,
19651222,0,
19651223,1,
19651224,4.7,
19651225,2.9,
19651226,0.2,
19651227,4,
19651228,0.5,
19651229,0,
19651230,0.6,
19651231,0.9,
19660101,0,
19660102,0.2,
19660103,10,
19660104,0.4,
19660105,0,
19660106,0.1,
19660107,0.2,
19660108,1.4,
19660109,1.1,
19660110,0,
19660111,4.4,
19660112,0.2,
19660113,0,
19660114,0,
19660115,0,
19660116,0,
19660117,0,
19660118,1.1,
19660119,5.7,
19660120,8,
19660121,7.4,
19660122,7.1,
19660123,1.1,
19660124,0.1,
19660125,26.1,
19660126,1.3,
19660127,0,
19660128,0,
19660129,5,
19660130,12.8,
19660131,6.5,
19660201,0.3,
19660202,4.5,
19660203,0.6,
19660204,0,
19660205,0,
19660206,0.4,
19660207,0.7,
19660208,0.2,
19660209,0.2,
19660210,4.6,
19660211,6.6,
19660212,7.4,
19660213,20.4,
19660214,1,
19660215,0,
19660216,52.5,
19660217,5.5,
19660218,0.5,
19660219,20.8,
19660220,14.7,
19660221,8.8,
19660222,1.7,
19660223,0.1,
19660224,0.3,
19660225,1.1,
19660226,0.2,
19660227,1.5,
19660228,24.9,
19660301,0,
19660302,0,
19660303,5.3,
19660304,5.6,
19660305,0,
19660306,0,
19660307,0,
19660308,0,
19660309,0,
19660310,0,
19660311,0,
19660312,0.1,
19660313,0,
19660314,0,
19660315,0,
19660316,0,
19660317,0,
19660318,0,
19660319,0,
19660320,0.6,
19660321,0,
19660322,0,
19660323,0,
19660324,0.1,
19660325,0,
19660326,2,
19660327,0.6,
19660328,1,
19660329,0,
19660330,0,
19660331,0.4,
19660401,3.5,
19660402,5.4,
19660403,0.5,
19660404,0,
19660405,23.7,
19660406,0.3,
19660407,15.4,
19660408,0.6,
19660409,14.6,
19660410,0.4,
19660411,0.4,
19660412,0.3,
19660413,11.7,
19660414,2.6,
19660415,3.7,
19660416,0.1,
19660417,1.6,
19660418,0,
19660419,1.7,
19660420,14,
19660421,0,
19660422,0,
19660423,0,
19660424,7.9,
19660425,0.4,
19660426,0.5,
19660427,0,
19660428,0,
19660429,0,
19660430,0,
19660501,7.8,
19660502,1.8,
19660503,0.2,
19660504,1.2,
19660505,0.1,
19660506,9,
19660507,0.7,
19660508,0,
19660509,0.7,
19660510,0.2,
19660511,0.1,
19660512,36.4,
19660513,52.1,
19660514,7.4,
19660515,4.2,
19660516,0.8,
19660517,4.9,
19660518,12.7,
19660519,0.1,
19660520,0,
19660521,0,
19660522,0,
19660523,4.4,
19660524,0,
19660525,0,
19660526,0,
19660527,0,
19660528,0,
19660529,0,
19660530,0,
19660531,0.9,
19660601,1.7,
19660602,0,
19660603,0,
19660604,1.2,
19660605,7.5,
19660606,0,
19660607,0,
19660608,0.2,
19660609,44,
19660610,25,
19660611,0.1,
19660612,0,
19660613,0,
19660614,0,
19660615,1.6,
19660616,0.1,
19660617,0.5,
19660618,9,
19660619,0,
19660620,2.1,
19660621,0,
19660622,0.1,
19660623,1.4,
19660624,0,
19660625,0,
19660626,0,
19660627,0,
19660628,0,
19660629,0,
19660630,0,
19660701,0,
19660702,0,
19660703,0.4,
19660704,0,
19660705,12.5,
19660706,0,
19660707,0,
19660708,0,
19660709,0,
19660710,0,
19660711,4.8,
19660712,0,
19660713,0,
19660714,2.3,
19660715,0,
19660716,0,
19660717,0,
19660718,2.3,
19660719,0,
19660720,12.7,
19660721,0.5,
19660722,0,
19660723,0,
19660724,0,
19660725,0,
19660726,0,
19660727,0.2,
19660728,0,
19660729,0,
19660730,0,
19660731,0,
19660801,0.3,
19660802,0,
19660803,0,
19660804,1.2,
19660805,0,
19660806,0,
19660807,0,
19660808,13.9,
19660809,0,
19660810,0,
19660811,0,
19660812,0,
19660813,0,
19660814,0,
19660815,4.6,
19660816,0,
19660817,0,
19660818,0,
19660819,0,
19660820,0,
19660821,2.8,
19660822,0,
19660823,0,
19660824,2.3,
19660825,0,
19660826,0,
19660827,22.8,
19660828,0.1,
19660829,4.6,
19660830,1.4,
19660831,0.5,
19660901,0,
19660902,0,
19660903,0,
19660904,0,
19660905,0,
19660906,0,
19660907,0,
19660908,0,
19660909,0,
19660910,0,
19660911,0,
19660912,2.2,
19660913,6.3,
19660914,0,
19660915,0,
19660916,0,
19660917,0,
19660918,0,
19660919,0,
19660920,0,
19660921,0,
19660922,0,
19660923,0,
19660924,0,
19660925,0,
19660926,3.3,
19660927,9.6,
19660928,57.9,
19660929,13.7,
19660930,0.1,
19661001,2.6,
19661002,2.7,
19661003,5.2,
19661004,28.3,
19661005,24.8,
19661006,0.4,
19661007,0,
19661008,7.9,
19661009,3.9,
19661010,1,
19661011,17.4,
19661012,3.1,
19661013,0.9,
19661014,21.5,
19661015,21.6,
19661016,1,
19661017,0,
19661018,1.4,
19661019,0.9,
19661020,1.3,
19661021,0,
19661022,0,
19661023,4.3,
19661024,5,
19661025,11.9,
19661026,3.6,
19661027,0.1,
19661028,0.3,
19661029,0.5,
19661030,0,
19661031,0,
19661101,1.8,
19661102,35,
19661103,10.8,
19661104,0.7,
19661105,4.3,
19661106,15.7,
19661107,21.7,
19661108,68,
19661109,37.8,
19661110,0.1,
19661111,0,
19661112,0,
19661113,0,
19661114,0,
19661115,0.1,
19661116,1.4,
19661117,0.1,
19661118,0,
19661119,0,
19661120,0,
19661121,0,
19661122,0.2,
19661123,0.5,
19661124,0,
19661125,0.1,
19661126,0,
19661127,0,
19661128,3.3,
19661129,1.1,
19661130,4.7,
19661201,0.5,
19661202,2.4,
19661203,1,
19661204,2.3,
19661205,0,
19661206,4.6,
19661207,3.6,
19661208,0,
19661209,0.3,
19661210,1.7,
19661211,0.9,
19661212,2.6,
19661213,6,
19661214,0.3,
19661215,0.1,
19661216,0,
19661217,0,
19661218,0,
19661219,0,
19661220,0.1,
19661221,0.1,
19661222,0.1,
19661223,0.1,
19661224,0.1,
19661225,0,
19661226,0,
19661227,4.2,
19661228,0.2,
19661229,1.5,
19661230,1.7,
19661231,0,
19670101,0,
19670102,0,
19670103,1.2,
19670104,0,
19670105,4.8,
19670106,0.1,
19670107,0,
19670108,8.2,
19670109,0.3,
19670110,0,
19670111,0,
19670112,0,
19670113,0,
19670114,0,
19670115,0,
19670116,0,
19670117,0,
19670118,0,
19670119,4.1,
19670120,59.6,
19670121,10.3,
19670122,4.1,
19670123,1,
19670124,2.9,
19670125,0,
19670126,0,
19670127,0,
19670128,0.2,
19670129,1.5,
19670130,6.6,
19670131,2.6,
19670201,0,
19670202,0,
19670203,0,
19670204,0.1,
19670205,0.2,
19670206,0.6,
19670207,0,
19670208,0,
19670209,0,
19670210,0.7,
19670211,12.8,
19670212,1.8,
19670213,4.2,
19670214,11.9,
19670215,43.7,
19670216,62.4,
19670217,3.4,
19670218,3.3,
19670219,0,
19670220,0.9,
19670221,0.1,
19670222,0,
19670223,0,
19670224,0,
19670225,14.7,
19670226,17.2,
19670227,1.1,
19670228,0,
19670301,0.2,
19670302,0.1,
19670303,0,
19670304,0,
19670305,1,
19670306,3.2,
19670307,9.1,
19670308,17.4,
19670309,44.5,
19670310,4.5,
19670311,0,
19670312,0.7,
19670313,1.1,
19670314,0,
19670315,0,
19670316,0,
19670317,0,
19670318,0.3,
19670319,0,
19670320,0,
19670321,0,
19670322,0,
19670323,0,
19670324,0,
19670325,0.4,
19670326,6.5,
19670327,0.9,
19670328,1,
19670329,0.1,
19670330,0.7,
19670331,0.3,
19670401,0,
19670402,0,
19670403,0,
19670404,0,
19670405,0,
19670406,0,
19670407,0,
19670408,5.3,
19670409,16.1,
19670410,4.9,
19670411,1.2,
19670412,0.4,
19670413,0.9,
19670414,3.9,
19670415,0.5,
19670416,1.5,
19670417,4.3,
19670418,1.4,
19670419,0,
19670420,0.1,
19670421,0,
19670422,0,
19670423,0.1,
19670424,0.1,
19670425,0.5,
19670426,5.9,
19670427,1.2,
19670428,0.8,
19670429,0.2,
19670430,0.2,
19670501,3.6,
19670502,0.6,
19670503,0.6,
19670504,4.5,
19670505,27.6,
19670506,2.6,
19670507,0.2,
19670508,0,
19670509,0,
19670510,0,
19670511,0.4,
19670512,7.2,
19670513,2.7,
19670514,7.7,
19670515,5.7,
19670516,19.8,
19670517,4.1,
19670518,0,
19670519,0,
19670520,0,
19670521,0,
19670522,2.3,
19670523,0.8,
19670524,5.2,
19670525,2.7,
19670526,0,
19670527,0,
19670528,1.8,
19670529,0,
19670530,0.1,
19670531,0.2,
19670601,0,
19670602,0,
19670603,0.2,
19670604,0,
19670605,0,
19670606,0.5,
19670607,0.7,
19670608,1.9,
19670609,0.5,
19670610,0,
19670611,0,
19670612,0.3,
19670613,0,
19670614,0,
19670615,0,
19670616,1.8,
19670617,2.2,
19670618,2,
19670619,0.3,
19670620,0,
19670621,0,
19670622,0,
19670623,0,
19670624,0,
19670625,0,
19670626,2.3,
19670627,3.2,
19670628,0,
19670629,0,
19670630,0,
19670701,0,
19670702,0,
19670703,13.5,
19670704,0,
19670705,6.3,
19670706,4.9,
19670707,1.9,
19670708,0,
19670709,0,
19670710,0,
19670711,0,
19670712,0,
19670713,0,
19670714,1.3,
19670715,0,
19670716,0,
19670717,0,
19670718,0,
19670719,0,
19670720,0.1,
19670721,0,
19670722,0,
19670723,0.2,
19670724,0.4,
19670725,7.4,
19670726,0,
19670727,0,
19670728,0,
19670729,0,
19670730,0,
19670731,0,
19670801,0.1,
19670802,10.4,
19670803,0,
19670804,0.2,
19670805,0,
19670806,0,
19670807,0.7,
19670808,27.5,
19670809,70.1,
19670810,2.3,
19670811,0,
19670812,0.6,
19670813,0,
19670814,0,
19670815,0,
19670816,5.6,
19670817,0.1,
19670818,0,
19670819,0,
19670820,0,
19670821,0,
19670822,0,
19670823,4.9,
19670824,0,
19670825,0,
19670826,0,
19670827,0,
19670828,0,
19670829,0,
19670830,0.7,
19670831,0,
19670901,0,
19670902,1,
19670903,15.1,
19670904,0.9,
19670905,0,
19670906,0.2,
19670907,0,
19670908,0,
19670909,0,
19670910,0,
19670911,0,
19670912,8.7,
19670913,14.4,
19670914,0,
19670915,0,
19670916,0,
19670917,0,
19670918,1.3,
19670919,0.2,
19670920,1.5,
19670921,13.1,
19670922,0,
19670923,0,
19670924,10.3,
19670925,1.7,
19670926,12.5,
19670927,2.3,
19670928,6.1,
19670929,0,
19670930,2.5,
19671001,0,
19671002,0.1,
19671003,0.1,
19671004,0.1,
19671005,0,
19671006,0.2,
19671007,0,
19671008,0,
19671009,0,
19671010,0,
19671011,0.3,
19671012,8.7,
19671013,16.1,
19671014,45.1,
19671015,1.8,
19671016,0,
19671017,0.9,
19671018,0,
19671019,1,
19671020,12.5,
19671021,23.7,
19671022,36.2,
19671023,5.9,
19671024,0.6,
19671025,0,
19671026,0,
19671027,1.7,
19671028,0.1,
19671029,0.2,
19671030,0,
19671031,7.9,
19671101,0.2,
19671102,4.3,
19671103,0,
19671104,3.4,
19671105,0.7,
19671106,0,
19671107,8.4,
19671108,13.3,
19671109,0.1,
19671110,0,
19671111,0,
19671112,0,
19671113,0.4,
19671114,25.7,
19671115,16.2,
19671116,23.3,
19671117,14.3,
19671118,7.7,
19671119,0.2,
19671120,0.1,
19671121,0,
19671122,0,
19671123,0,
19671124,0,
19671125,0.3,
19671126,13.8,
19671127,7.4,
19671128,0,
19671129,1.3,
19671130,0,
19671201,0,
19671202,0,
19671203,0,
19671204,0,
19671205,0,
19671206,0,
19671207,0.4,
19671208,0,
19671209,3.5,
19671210,2.2,
19671211,0,
19671212,0,
19671213,0,
19671214,0,
19671215,0,
19671216,0,
19671217,0,
19671218,0,
19671219,2.6,
19671220,0.3,
19671221,0,
19671222,0,
19671223,0,
19671224,0.2,
19671225,7.6,
19671226,2.1,
19671227,0,
19671228,0.4,
19671229,0.4,
19671230,0,
19671231,0.5,
19680101,1.4,
19680102,1.1,
19680103,0.3,
19680104,0.2,
19680105,0.4,
19680106,0.5,
19680107,2.2,
19680108,0,
19680109,3.6,
19680110,1.7,
19680111,0.9,
19680112,0,
19680113,0,
19680114,0.1,
19680115,0,
19680116,0,
19680117,0.6,
19680118,0.1,
19680119,0,
19680120,0,
19680121,0,
19680122,0,
19680123,0,
19680124,0.1,
19680125,0.1,
19680126,0.3,
19680127,0.1,
19680128,0,
19680129,0,
19680130,0,
19680131,3.2,
19680201,10.3,
19680202,0.1,
19680203,2,
19680204,0,
19680205,2,
19680206,5.7,
19680207,1,
19680208,0.5,
19680209,0.1,
19680210,0,
19680211,1.9,
19680212,16.5,
19680213,0,
19680214,0.8,
19680215,14.8,
19680216,5.2,
19680217,0,
19680218,0.1,
19680219,3.2,
19680220,2.5,
19680221,8.3,
19680222,12.5,
19680223,13.6,
19680224,19,
19680225,0,
19680226,2,
19680227,0.3,
19680228,0,
19680229,0,
19680301,0,
19680302,0.1,
19680303,0,
19680304,0,
19680305,0,
19680306,0.3,
19680307,0.4,
19680308,0.1,
19680309,0.6,
19680310,0.3,
19680311,0,
19680312,0,
19680313,0,
19680314,0,
19680315,0.5,
19680316,3.7,
19680317,0,
19680318,0.1,
19680319,0,
19680320,9.2,
19680321,5.3,
19680322,0.3,
19680323,0,
19680324,0.4,
19680325,4.8,
19680326,0,
19680327,0,
19680328,0,
19680329,0,
19680330,0.2,
19680331,0.1,
19680401,0.1,
19680402,1,
19680403,0.4,
19680404,4.4,
19680405,23.5,
19680406,4.9,
19680407,0.4,
19680408,0,
19680409,0,
19680410,0.1,
19680411,0.2,
19680412,3.8,
19680413,19.7,
19680414,62.9,
19680415,2.1,
19680416,7.6,
19680417,5.1,
19680418,5.7,
19680419,0,
19680420,0,
19680421,0,
19680422,0,
19680423,0.1,
19680424,4.5,
19680425,0,
19680426,0,
19680427,8.5,
19680428,2.7,
19680429,9.3,
19680430,0.7,
19680501,0.1,
19680502,10.3,
19680503,1.1,
19680504,10.5,
19680505,2.2,
19680506,7,
19680507,2.1,
19680508,5.3,
19680509,14,
19680510,0,
19680511,5.9,
19680512,2.6,
19680513,0,
19680514,0,
19680515,0,
19680516,0,
19680517,0,
19680518,0,
19680519,5.2,
19680520,33.5,
19680521,0.9,
19680522,0,
19680523,0,
19680524,1.1,
19680525,11.2,
19680526,0,
19680527,5.6,
19680528,7.1,
19680529,23.8,
19680530,1.6,
19680531,0.1,
19680601,0,
19680602,6.6,
19680603,2.2,
19680604,0,
19680605,0,
19680606,0,
19680607,0,
19680608,0,
19680609,0,
19680610,0,
19680611,0,
19680612,0.3,
19680613,10.8,
19680614,3.9,
19680615,1.8,
19680616,2.9,
19680617,0.1,
19680618,8.2,
19680619,40.8,
19680620,0.2,
19680621,0,
19680622,0,
19680623,23.4,
19680624,0,
19680625,0,
19680626,0.9,
19680627,0.1,
19680628,0,
19680629,0,
19680630,0,
19680701,0,
19680702,1.4,
19680703,0.1,
19680704,0,
19680705,0.8,
19680706,7.8,
19680707,0.2,
19680708,0.1,
19680709,0,
19680710,0,
19680711,2.1,
19680712,0,
19680713,0.4,
19680714,6.7,
19680715,0,
19680716,2.8,
19680717,2.3,
19680718,0,
19680719,0,
19680720,0,
19680721,0,
19680722,0,
19680723,0,
19680724,0,
19680725,0,
19680726,0,
19680727,0,
19680728,0,
19680729,0.5,
19680730,0.1,
19680731,0.3,
19680801,1.5,
19680802,31.3,
19680803,0,
19680804,0,
19680805,5.8,
19680806,1.1,
19680807,0,
19680808,1.9,
19680809,0.2,
19680810,0.1,
19680811,0,
19680812,0,
19680813,2.8,
19680814,0.1,
19680815,0,
19680816,0,
19680817,3,
19680818,0,
19680819,0,
19680820,0,
19680821,0,
19680822,0,
19680823,0,
19680824,0,
19680825,0,
19680826,0.1,
19680827,15,
19680828,14.6,
19680829,53.2,
19680830,0.2,
19680831,0,
19680901,0,
19680902,12.4,
19680903,6.2,
19680904,0.9,
19680905,0,
19680906,0,
19680907,0,
19680908,0,
19680909,0,
19680910,14.3,
19680911,23.7,
19680912,0,
19680913,11.6,
19680914,0.5,
19680915,1,
19680916,0.3,
19680917,0.1,
19680918,0.1,
19680919,0,
19680920,2.6,
19680921,0.4,
19680922,1.9,
19680923,0,
19680924,0,
19680925,0,
19680926,0,
19680927,20.2,
19680928,21.4,
19680929,1.3,
19680930,0,
19681001,0,
19681002,0,
19681003,0,
19681004,0,
19681005,0,
19681006,0.1,
19681007,0.1,
19681008,10.6,
19681009,0,
19681010,0,
19681011,0,
19681012,0,
19681013,0,
19681014,0,
19681015,0,
19681016,0.2,
19681017,0,
19681018,0,
19681019,0,
19681020,0,
19681021,1.6,
19681022,0,
19681023,0.1,
19681024,12.8,
19681025,1.5,
19681026,0.1,
19681027,0,
19681028,2.4,
19681029,2.6,
19681030,12.8,
19681031,70.6,
19681101,54,
19681102,20.9,
19681103,3.9,
19681104,0.1,
19681105,0,
19681106,0.4,
19681107,2.5,
19681108,43.1,
19681109,4,
19681110,0.1,
19681111,0.5,
19681112,0,
19681113,4.3,
19681114,10.8,
19681115,18,
19681116,19.9,
19681117,0,
19681118,1.4,
19681119,0,
19681120,0,
19681121,0,
19681122,0,
19681123,0,
19681124,0,
19681125,0,
19681126,1.6,
19681127,12.5,
19681128,12.8,
19681129,7.5,
19681130,0.2,
19681201,0,
19681202,0.3,
19681203,0.6,
19681204,4.9,
19681205,15.5,
19681206,40.1,
19681207,33.6,
19681208,7.8,
19681209,0.5,
19681210,1.7,
19681211,1.1,
19681212,0,
19681213,0,
19681214,6.2,
19681215,0.5,
19681216,5.5,
19681217,5.2,
19681218,0.2,
19681219,3.2,
19681220,0,
19681221,0.1,
19681222,0,
19681223,0.2,
19681224,0.5,
19681225,0.6,
19681226,1.7,
19681227,0,
19681228,0.3,
19681229,0,
19681230,1.2,
19681231,0,
19690101,0,
19690102,0,
19690103,0,
19690104,0,
19690105,0.5,
19690106,14.3,
19690107,68,
19690108,6.4,
19690109,0,
19690110,0.2,
19690111,2,
19690112,28,
19690113,1.5,
19690114,7.8,
19690115,1.2,
19690116,0.9,
19690117,2.5,
19690118,10.3,
19690119,0,
19690120,0,
19690121,0,
19690122,0.1,
19690123,0,
19690124,0,
19690125,0,
19690126,0.4,
19690127,0.9,
19690128,2.6,
19690129,0.1,
19690130,0,
19690131,0,
19690201,0,
19690202,0.3,
19690203,0.2,
19690204,0.6,
19690205,0,
19690206,0,
19690207,0,
19690208,0.1,
19690209,0,
19690210,0,
19690211,2.3,
19690212,3.6,
19690213,1.4,
19690214,4.9,
19690215,0.9,
19690216,0,
19690217,0,
19690218,27.4,
19690219,40.5,
19690220,0.1,
19690221,0.7,
19690222,25.1,
19690223,40.6,
19690224,0.1,
19690225,0.4,
19690226,0.2,
19690227,1.2,
19690228,2.7,
19690301,34.9,
19690302,36.2,
19690303,32.7,
19690304,26.3,
19690305,5.7,
19690306,2.8,
19690307,3.1,
19690308,0,
19690309,0,
19690310,1.8,
19690311,0.1,
19690312,0.8,
19690313,6.5,
19690314,4.8,
19690315,4.9,
19690316,1.7,
19690317,2.3,
19690318,0.4,
19690319,7.3,
19690320,0.2,
19690321,0,
19690322,42.8,
19690323,8.6,
19690324,0.3,
19690325,0,
19690326,0,
19690327,0.2,
19690328,0,
19690329,0,
19690330,0,
19690331,0,
19690401,0,
19690402,0,
19690403,0.4,
19690404,10,
19690405,34.4,
19690406,26.3,
19690407,11.5,
19690408,0.3,
19690409,3.6,
19690410,0.2,
19690411,0,
19690412,0.6,
19690413,1.9,
19690414,0,
19690415,0,
19690416,0,
19690417,0,
19690418,0,
19690419,0,
19690420,0.5,
19690421,6.4,
19690422,13.7,
19690423,0.1,
19690424,0,
19690425,0.1,
19690426,2.8,
19690427,18.9,
19690428,12.6,
19690429,15.3,
19690430,6.2,
19690501,2.1,
19690502,7.4,
19690503,6.8,
19690504,16.8,
19690505,26.2,
19690506,0.3,
19690507,0.8,
19690508,0.3,
19690509,0.8,
19690510,0,
19690511,0,
19690512,0,
19690513,0.1,
19690514,0,
19690515,0,
19690516,0,
19690517,0,
19690518,0.3,
19690519,0,
19690520,0,
19690521,0,
19690522,0,
19690523,0,
19690524,27.3,
19690525,51.3,
19690526,0.4,
19690527,3.3,
19690528,11.2,
19690529,0.9,
19690530,0.5,
19690531,0,
19690601,0,
19690602,0,
19690603,0,
19690604,0.7,
19690605,0.9,
19690606,0,
19690607,0,
19690608,0,
19690609,0.4,
19690610,1.2,
19690611,5.4,
19690612,0,
19690613,1.6,
19690614,0.1,
19690615,1.4,
19690616,0.5,
19690617,0,
19690618,10.5,
19690619,0,
19690620,0,
19690621,3.1,
19690622,0.6,
19690623,37.5,
19690624,1,
19690625,0,
19690626,0,
19690627,0,
19690628,0.1,
19690629,0,
19690630,0,
19690701,6.5,
19690702,17,
19690703,5.2,
19690704,1.9,
19690705,0.9,
19690706,0.6,
19690707,6,
19690708,0,
19690709,0,
19690710,0,
19690711,0,
19690712,0,
19690713,0,
19690714,0,
19690715,0,
19690716,0,
19690717,0,
19690718,0,
19690719,0,
19690720,0,
19690721,2.1,
19690722,3,
19690723,0.1,
19690724,0,
19690725,5.9,
19690726,0.1,
19690727,0.1,
19690728,0,
19690729,4.8,
19690730,0,
19690731,0,
19690801,1.3,
19690802,7.1,
19690803,2,
19690804,0,
19690805,0.1,
19690806,3.5,
19690807,0,
19690808,0,
19690809,0,
19690810,2.1,
19690811,1.3,
19690812,50.2,
19690813,2.8,
19690814,11.8,
19690815,2.4,
19690816,0,
19690817,0,
19690818,0,
19690819,0,
19690820,0,
19690821,0,
19690822,0,
19690823,0,
19690824,0,
19690825,0,
19690826,0,
19690827,0.1,
19690828,0,
19690829,0.1,
19690830,0.1,
19690831,0.6,
19690901,9.8,
19690902,31.2,
19690903,0.2,
19690904,14.9,
19690905,2.5,
19690906,2.5,
19690907,8.8,
19690908,3.3,
19690909,3.2,
19690910,0.7,
19690911,2.6,
19690912,11.4,
19690913,46.4,
19690914,16.3,
19690915,5,
19690916,1.6,
19690917,2.9,
19690918,0.5,
19690919,13.7,
19690920,1.7,
19690921,0,
19690922,0,
19690923,0,
19690924,0,
19690925,0,
19690926,0,
19690927,0,
19690928,0,
19690929,4.3,
19690930,8.9,
19691001,2.6,
19691002,0,
19691003,0,
19691004,0.2,
19691005,0,
19691006,0,
19691007,0,
19691008,0,
19691009,0,
19691010,0,
19691011,0,
19691012,0.5,
19691013,20.2,
19691014,86.2,
19691015,6.2,
19691016,0,
19691017,9.3,
19691018,45.4,
19691019,55.1,
19691020,66,
19691021,22.7,
19691022,2.3,
19691023,0.4,
19691024,0,
19691025,0,
19691026,0,
19691027,0,
19691028,0,
19691029,0,
19691030,0,
19691031,0,
19691101,0,
19691102,0,
19691103,0,
19691104,0,
19691105,0.1,
19691106,0,
19691107,6.4,
19691108,0.1,
19691109,0.1,
19691110,0.4,
19691111,4.5,
19691112,4,
19691113,1.7,
19691114,0.3,
19691115,2.1,
19691116,0,
19691117,0.1,
19691118,0,
19691119,0,
19691120,0,
19691121,27.4,
19691122,19.5,
19691123,53.7,
19691124,0.7,
19691125,0.2,
19691126,0.1,
19691127,0,
19691128,0,
19691129,0.6,
19691130,0,
19691201,0,
19691202,0,
19691203,2.2,
19691204,6,
19691205,0,
19691206,1.2,
19691207,0,
19691208,0,
19691209,0,
19691210,0,
19691211,0,
19691212,0,
19691213,0,
19691214,0.7,
19691215,5.8,
19691216,1.6,
19691217,3.5,
19691218,0.2,
19691219,0,
19691220,0,
19691221,0,
19691222,1.5,
19691223,0,
19691224,0,
19691225,10.9,
19691226,5.1,
19691227,0,
19691228,0.1,
19691229,25.7,
19691230,36.7,
19691231,16.7,
19700101,0,
19700102,0,
19700103,0.1,
19700104,21.6,
19700105,0.8,
19700106,0,
19700107,0,
19700108,49.3,
19700109,86.6,
19700110,51,
19700111,59.6,
19700112,10.1,
19700113,0.1,
19700114,8.5,
19700115,0.6,
19700116,0.1,
19700117,0,
19700118,0.7,
19700119,0,
19700120,1,
19700121,1,
19700122,0,
19700123,1.5,
19700124,0,
19700125,1.7,
19700126,27,
19700127,7.9,
19700128,0,
19700129,0.9,
19700130,9.3,
19700131,0.2,
19700201,0.2,
19700202,0.9,
19700203,0.5,
19700204,0,
19700205,2.9,
19700206,0,
19700207,0.1,
19700208,0.4,
19700209,0.2,
19700210,0.6,
19700211,1.3,
19700212,4.7,
19700213,1.1,
19700214,3.2,
19700215,0.6,
19700216,0.4,
19700217,4.3,
19700218,0.4,
19700219,0.2,
19700220,0.4,
19700221,0.3,
19700222,0,
19700223,0.6,
19700224,0.4,
19700225,0.3,
19700226,1.1,
19700227,0.1,
19700228,0,
19700301,0,
19700302,0.1,
19700303,1.2,
19700304,2.3,
19700305,0.2,
19700306,0,
19700307,4.7,
19700308,1.9,
19700309,0.3,
19700310,1.5,
19700311,0.1,
19700312,0,
19700313,2.1,
19700314,18.2,
19700315,0.7,
19700316,0,
19700317,0,
19700318,0.7,
19700319,0.2,
19700320,0,
19700321,0,
19700322,9.7,
19700323,8,
19700324,4.5,
19700325,7.9,
19700326,4.1,
19700327,0,
19700328,0,
19700329,0,
19700330,0,
19700331,2.8,
19700401,0.2,
19700402,0.3,
19700403,0,
19700404,0.4,
19700405,1.1,
19700406,1.7,
19700407,12,
19700408,4.2,
19700409,1.3,
19700410,0,
19700411,0.1,
19700412,1.6,
19700413,0.9,
19700414,0.1,
19700415,0,
19700416,0,
19700417,0,
19700418,3.1,
19700419,17.1,
19700420,0,
19700421,0,
19700422,0,
19700423,0.1,
19700424,1.3,
19700425,1.5,
19700426,8.3,
19700427,0.1,
19700428,0.9,
19700429,0.5,
19700430,0,
19700501,0.3,
19700502,0,
19700503,0,
19700504,0.1,
19700505,2.7,
19700506,12.7,
19700507,27.5,
19700508,13.7,
19700509,38.6,
19700510,7,
19700511,1.5,
19700512,7.2,
19700513,0.2,
19700514,1,
19700515,5.4,
19700516,0.8,
19700517,0.8,
19700518,1.3,
19700519,0.9,
19700520,0,
19700521,0,
19700522,0,
19700523,0,
19700524,0,
19700525,1.1,
19700526,0,
19700527,0,
19700528,0,
19700529,0.4,
19700530,0,
19700531,0,
19700601,0,
19700602,0,
19700603,0,
19700604,1.4,
